index,critic_score,user_score,rating,year
3923,66.0,,E,2004.0
3925,,6.0,T,2015.0
3932,68.0,,E,2007.0
3933,51.0,7.7,E,2002.0
3935,78.0,,E,2000.0
3937,56.0,9.5,E,2004.0
3947,81.0,,E,2006.0
3953,,,E,2007.0
3968,81.0,7.8,M,2011.0
3974,77.0,8.2,T,2010.0
3975,80.0,9.2,E,2004.0
3981,56.0,,E,2010.0
3984,72.0,8.6,T,2002.0
3986,,7.3,E,2012.0
3987,,7.0,E,2010.0
3997,69.0,7.3,M,2009.0
3998,,8.2,T,2007.0
4002,,,E,2007.0
4012,70.0,,E,2004.0
4021,,,E,2010.0
4028,,,E,2008.0
4036,,7.7,T,2005.0
4041,,,E,2009.0
4043,63.0,6.1,E,2012.0
4044,63.0,5.2,M,2010.0
4047,,7.2,E,2004.0
4050,,6.6,E,2003.0
4052,77.0,8.1,E,2004.0
4054,82.0,8.0,E10+,2012.0
4057,,6.5,T,2009.0
4061,66.0,,E,2002.0
4072,73.0,7.5,E,2015.0
4074,,,E,2005.0
4076,57.0,8.6,E,2002.0
4081,72.0,7.6,M,2015.0
4083,,,E,2008.0
4084,62.0,6.8,E,2003.0
4085,74.0,8.9,T,2006.0
4087,43.0,6.3,E,2000.0
4098,78.0,8.8,E,1999.0
4101,,5.0,E,2007.0
4103,,7.0,T,2015.0
4104,,,E10+,2008.0
4110,65.0,6.1,T,2010.0
4112,,7.6,E,2009.0
4113,,,E10+,2010.0
4115,48.0,3.3,E,2013.0
4122,,,E,2009.0
4127,43.0,4.0,E10+,2007.0
4130,61.0,7.5,M,2000.0
4134,,,E,2008.0
4135,75.0,8.3,M,2006.0
4151,68.0,7.5,E,2011.0
4160,34.0,,T,2013.0
4168,82.0,9.3,T,2000.0
4174,80.0,8.1,M,2010.0
4180,,9.0,E,2006.0
4184,91.0,9.0,E,2005.0
4185,,,E,2009.0
4190,56.0,,E,2009.0
4191,89.0,7.1,E,2011.0
4192,55.0,,E10+,2007.0
4199,59.0,,E10+,2005.0
4205,71.0,6.9,E,2007.0
4208,,8.9,M,2008.0
4210,53.0,6.0,E,2001.0
4212,53.0,,E,2004.0
4216,,,E,2008.0
4217,,,E,2008.0
4223,65.0,,E,2000.0
4230,59.0,4.0,E,2002.0
4231,45.0,,E,2004.0
4232,76.0,,T,2007.0
4234,,7.6,M,2014.0
4236,64.0,,E,2001.0
4239,78.0,,E,2000.0
4240,69.0,5.9,M,2014.0
4241,,8.4,M,2014.0
4248,,,M,2001.0
4251,65.0,,E,2007.0
4252,,7.0,E10+,2014.0
4254,58.0,7.8,E,2009.0
4255,72.0,,T,2010.0
4258,81.0,6.5,E10+,2015.0
4266,89.0,8.7,E,2003.0
4279,,2.5,E,2014.0
4281,78.0,7.6,E,2004.0
4284,86.0,,E,2004.0
4286,64.0,7.6,T,2009.0
4287,,2.8,E10+,2014.0
4288,85.0,9.2,T,2002.0
4292,,,E,2008.0
4293,,,E10+,2011.0
4294,89.0,8.9,M,2004.0
4297,,,EC,2011.0
4304,,7.8,E,2008.0
4305,,,E,2007.0
4306,,6.4,E10+,2014.0
4307,,,E,2009.0
4312,77.0,7.3,T,2008.0
4315,67.0,7.4,E,2006.0
4319,39.0,4.7,E,2004.0
4320,,8.1,T,2016.0
4321,76.0,8.6,E10+,2010.0
4325,78.0,9.1,T,2003.0
4328,81.0,8.9,E,2000.0
4329,84.0,8.9,E,2009.0
4331,,7.4,E10+,2014.0
4335,,4.0,E,2004.0
4336,,6.8,E,2008.0
4339,62.0,5.9,T,2008.0
4343,73.0,,T,2009.0
4344,80.0,8.9,T,1999.0
4345,,,E,2009.0
4348,78.0,,E,2000.0
4355,68.0,,E,2003.0
4362,,5.0,E10+,2015.0
4363,,,T,2013.0
4367,55.0,7.9,E,2004.0
4373,70.0,6.9,M,2008.0
4374,62.0,7.5,E,2004.0
4376,,,E,2009.0
4377,,,E10+,2009.0
4379,44.0,,E,2011.0
4384,59.0,7.8,E,2005.0
4391,,7.1,M,2014.0
4394,64.0,5.3,E10+,2009.0
4396,77.0,8.5,M,2006.0
4402,65.0,7.7,E,2004.0
4406,73.0,5.2,E10+,2014.0
4409,,5.8,E,2007.0
4411,,7.7,T,2005.0
4415,68.0,6.7,M,2014.0
4416,,,E,2008.0
4419,73.0,7.3,M,1997.0
4420,43.0,,E10+,2011.0
4421,67.0,8.0,E,2004.0
4422,,7.7,E,2005.0
4425,50.0,7.2,T,2000.0
4431,40.0,,E,2000.0
4432,72.0,8.1,T,2006.0
4433,,6.2,E,2011.0
4436,53.0,9.0,E,2003.0
4440,77.0,8.1,E,2004.0
4444,,8.6,E,2003.0
4445,71.0,7.1,T,2008.0
4448,,,E10+,2005.0
4452,86.0,,EC,2009.0
4453,76.0,,T,2008.0
4456,73.0,8.8,T,2002.0
4460,,,E,2007.0
4462,74.0,6.8,T,2009.0
4463,63.0,,T,2009.0
4465,,8.8,E10+,2010.0
4469,82.0,6.6,E10+,2011.0
4475,73.0,8.8,T,2008.0
4476,,,E,2009.0
4482,77.0,7.2,M,2014.0
4488,70.0,7.3,T,2016.0
4501,60.0,,E,2001.0
4503,73.0,,E,2007.0
4506,,5.2,T,2015.0
4508,,,E,2002.0
4513,84.0,8.7,E,1998.0
4515,,,E,2009.0
4518,56.0,,E,2000.0
4522,,7.2,E,2008.0
4523,68.0,,E,2009.0
4527,,,E,2010.0
4533,,,E,2007.0
4536,,,E,2006.0
4539,,,T,2009.0
4541,,5.0,E,2009.0
4542,78.0,,E,2000.0
4563,,,E,2011.0
4565,82.0,7.1,T,2007.0
4566,87.0,8.3,T,2010.0
4568,,,E,2009.0
4569,84.0,8.6,E,2004.0
4573,,5.4,E10+,2015.0
4581,66.0,8.7,E,2005.0
4583,52.0,7.9,E10+,2007.0
4588,60.0,,E,2004.0
4592,77.0,7.9,E,2012.0
4593,78.0,8.8,T,2002.0
4594,,,E10+,2011.0
4595,,,E,2009.0
4598,85.0,7.6,E,2003.0
4599,,,E,2007.0
4600,,3.3,E,2003.0
4602,71.0,8.1,E,2001.0
4603,99.0,9.1,E,1998.0
4604,46.0,7.1,T,2000.0
4606,72.0,6.7,E,2000.0
4610,,8.7,E,2006.0
4615,,,E,2002.0
4617,,,T,2008.0
4622,80.0,8.2,M,2013.0
4628,,7.5,E,2012.0
4631,56.0,9.5,E,2004.0
4633,63.0,9.0,E,2003.0
4635,76.0,8.7,E,2010.0
4639,,9.2,E,2007.0
4641,75.0,6.8,T,2004.0
4644,75.0,7.8,T,2000.0
4646,87.0,8.6,E,2007.0
4647,,,E,2004.0
4648,77.0,6.8,M,2012.0
4652,76.0,8.3,T,2001.0
4654,67.0,9.1,E,2003.0
4657,,,M,2003.0
4658,65.0,,E,2001.0
4661,64.0,,E,2001.0
4662,,,E,2010.0
4663,,8.6,T,1999.0
4664,,6.7,E,2010.0
4669,,,E,2010.0
4674,56.0,,E,2000.0
4681,,5.1,M,2015.0
4682,,5.8,E,2002.0
4690,73.0,7.2,T,2009.0
4695,53.0,7.8,E,2005.0
4696,68.0,,E,2009.0
4698,62.0,,E,2000.0
4699,,1.8,E,2013.0
4707,82.0,9.3,T,2000.0
4712,83.0,8.4,T,2007.0
4714,,,E,2011.0
4718,53.0,,T,2009.0
4719,,4.4,E10+,2009.0
4721,70.0,8.6,E,2007.0
4722,,8.1,T,2016.0
4724,,,E,2010.0
4726,60.0,,E,2000.0
4728,91.0,9.0,M,1996.0
4729,68.0,7.6,E,2010.0
4730,,8.0,E,2008.0
4731,81.0,9.0,E,2002.0
4734,,4.5,T,2009.0
4735,,7.8,E,2008.0
4738,79.0,7.2,E,2008.0
4747,72.0,7.7,T,2014.0
4764,,,E,2011.0
4768,83.0,8.2,E10+,2016.0
4773,,8.6,E,2009.0
4775,60.0,,E,2002.0
4776,64.0,4.5,T,2008.0
4782,,5.0,T,2009.0
4785,,,E,2005.0
4790,49.0,,E,2004.0
4792,,7.3,M,2012.0
4794,59.0,,E,2011.0
4796,73.0,7.8,E,2009.0
4797,69.0,,E,2000.0
4799,,7.2,E10+,2008.0
4801,57.0,,E,2000.0
4803,82.0,8.2,E,2000.0
4804,93.0,9.2,E,2001.0
4810,72.0,8.6,E,2000.0
4811,,,E,2007.0
4814,,,E,2007.0
4818,71.0,6.5,E10+,2011.0
4819,,,EC,2009.0
4827,95.0,9.0,E,2002.0
4828,53.0,,E,2004.0
4829,,,E,2009.0
4830,82.0,,E,2000.0
4831,,5.0,E,2010.0
4834,,2.9,E10+,2009.0
4836,,7.2,E,2015.0
4837,73.0,7.6,T,2002.0
4841,,,E,2008.0
4848,76.0,8.8,E,2001.0
4849,,7.7,T,2005.0
4853,69.0,7.9,E,2008.0
4862,,,E,2008.0
4864,,5.3,E10+,2009.0
4869,62.0,,E,2000.0
4876,,,E,2003.0
4878,,7.4,E,2008.0
4879,75.0,7.2,M,2015.0
4885,88.0,9.2,E,2003.0
4886,80.0,7.0,M,2015.0
4891,,,E,2008.0
4895,,,E,2008.0
4901,81.0,8.3,M,2012.0
4903,,,E10+,2009.0
4907,93.0,9.2,E,2001.0
4909,82.0,8.3,E,1997.0
4912,,7.0,E,2009.0
4914,75.0,8.7,E10+,2006.0
4916,59.0,6.4,E,2010.0
4919,,,M,2001.0
4921,,,E,2008.0
4926,,5.6,T,2005.0
4928,,,E,2011.0
4939,,,E10+,2012.0
4940,,8.2,E,2015.0
4942,65.0,10.0,E,2007.0
4943,82.0,8.4,E,2016.0
4945,70.0,7.6,T,2008.0
4947,76.0,,E,2008.0
4950,,,E,2009.0
4951,,,E,2009.0
4958,55.0,9.1,M,2003.0
4959,71.0,7.1,M,2008.0
4961,75.0,7.8,E10+,2012.0
4971,74.0,7.3,E10+,2012.0
4973,40.0,,E,2003.0
4974,64.0,8.8,E,2007.0
4980,72.0,5.3,E10+,2007.0
4981,73.0,8.8,T,2002.0
4982,47.0,0.0,E,2002.0
4985,,4.3,E,2013.0
4986,73.0,6.8,E,2005.0
4990,,,E,2009.0
4995,,7.5,M,2014.0
4999,81.0,8.3,M,2013.0
5003,55.0,6.4,E,2011.0
5004,,,E,2010.0
5005,66.0,7.7,E,2004.0
5009,80.0,8.6,T,2002.0
5012,57.0,,E,2008.0
5013,63.0,6.5,M,2000.0
5015,,,E,2008.0
5025,71.0,7.9,E10+,2009.0
5028,76.0,8.3,T,2014.0
5030,54.0,,E,2009.0
5033,84.0,8.5,T,2013.0
5034,,,EC,2010.0
5039,55.0,,E,2000.0
5045,,4.5,T,2008.0
5046,,,E,2008.0
5047,,4.4,E10+,2008.0
5054,,4.8,E10+,2014.0
5055,,7.6,T,2010.0
5060,,,E,2009.0
5061,,,E,2008.0
5066,70.0,7.9,M,2016.0
5068,,,E10+,2010.0
5069,,,E,2008.0
5071,93.0,9.0,T,1999.0
5073,,8.6,E,2009.0
5078,76.0,,E,2002.0
5084,,,E,2007.0
5088,,7.8,E,2003.0
5089,,8.7,T,2004.0
5090,,,E,2010.0
5099,91.0,9.0,M,1996.0
5100,,,E,2009.0
5106,,,T,2011.0
5109,53.0,5.8,E,2001.0
5118,64.0,6.3,E10+,2009.0
5123,,5.5,T,2015.0
5124,,4.2,E10+,2015.0
5126,,,E,2009.0
5130,48.0,5.2,T,2008.0
5137,99.0,9.1,E,1998.0
5143,78.0,7.1,E10+,2014.0
5151,75.0,7.5,M,2011.0
5155,85.0,8.4,T,2012.0
5156,82.0,8.6,E,2002.0
5166,,1.4,E10+,2014.0
5168,,,E,2008.0
5169,,,E,2009.0
5172,82.0,8.9,M,2010.0
5182,,,E10+,2010.0
5184,37.0,7.5,E,2008.0
5190,68.0,3.2,E,2013.0
5194,,,E,2005.0
5197,,7.2,E,2002.0
5200,25.0,3.0,E,2000.0
5201,93.0,9.2,E,2001.0
5203,67.0,8.4,E,1998.0
5208,,,T,2008.0
5209,,,E,2010.0
5212,,,E,2005.0
5217,75.0,8.6,T,2008.0
5219,,,E,2007.0
5225,69.0,7.9,T,2003.0
5227,90.0,8.8,E,2001.0
5228,64.0,7.8,M,2012.0
5229,72.0,,T,2006.0
5232,68.0,,T,2000.0
5239,,8.5,E10+,2009.0
5240,98.0,8.9,T,1999.0
5242,,,E,2010.0
5246,,5.1,M,2014.0
5247,94.0,8.8,T,2000.0
5250,,,E,2006.0
5251,,8.9,T,2005.0
5253,,,E,2009.0
5254,,7.8,E,2005.0
5255,54.0,5.7,E,2015.0
5261,,,E,2015.0
5263,69.0,7.3,T,2011.0
5264,,,T,2013.0
5265,63.0,,M,2004.0
5269,68.0,,E,2002.0
5271,,9.1,T,2003.0
5272,,1.1,E,2008.0
5276,62.0,8.6,E10+,2006.0
5292,80.0,8.4,M,2013.0
5293,,,E,2000.0
5294,72.0,8.6,T,2006.0
5297,75.0,7.0,T,2009.0
5299,,,E,2003.0
5301,61.0,,E,2004.0
5304,49.0,,E,2003.0
5307,,,T,2009.0
5308,66.0,,E,2007.0
5309,,4.4,T,2015.0
5310,91.0,8.0,E,2010.0
5311,,7.6,T,2009.0
5318,,,E10+,2008.0
5322,,,E,2008.0
5326,77.0,7.5,T,2011.0
5327,72.0,6.3,E,2000.0
5328,90.0,8.8,E,2000.0
5333,,,E,2002.0
5336,86.0,8.5,M,2013.0
5344,,,E,2002.0
5345,,,E,2008.0
5352,80.0,8.4,E,2008.0
5353,,7.6,E,2010.0
5354,66.0,,E,2004.0
5368,,,E,2004.0
5370,75.0,,E,2000.0
5381,,,E,2010.0
5383,,6.8,E,2011.0
5386,56.0,6.1,E,2010.0
5392,41.0,,E,2000.0
5402,78.0,8.4,T,2001.0
5403,78.0,5.1,E10+,2015.0
5404,75.0,7.0,E,2008.0
5409,,,E,2008.0
5410,71.0,7.0,T,2002.0
5411,41.0,4.1,T,2012.0
5420,74.0,7.2,M,2015.0
5421,,,E,2008.0
5425,,,E,2008.0
5428,77.0,,E,2016.0
5431,,3.0,E,2013.0
5432,67.0,,T,2005.0
5434,70.0,7.9,T,2012.0
5436,54.0,6.0,E10+,2010.0
5440,86.0,8.8,T,2003.0
5442,79.0,8.3,E,2000.0
5443,75.0,,E,2011.0
5446,66.0,2.9,E10+,2009.0
5448,59.0,5.8,T,2016.0
5463,78.0,,E,2001.0
5474,58.0,,E10+,2005.0
5484,57.0,8.1,T,2008.0
5486,,9.0,E10+,2009.0
5488,82.0,10.0,E,2001.0
5491,93.0,9.2,E,2001.0
5508,,,T,2012.0
5512,82.0,8.4,E,2009.0
5516,69.0,,E,2000.0
5518,72.0,8.1,T,2006.0
5526,86.0,8.0,E,2000.0
5528,,8.2,M,2014.0
5529,50.0,8.1,T,2008.0
5531,65.0,,T,2010.0
5535,76.0,,E,2005.0
5537,74.0,,E,2005.0
5538,,,E10+,2010.0
5544,63.0,6.7,E,2004.0
5546,80.0,7.0,T,2008.0
5547,,,E,2009.0
5549,65.0,,E,2004.0
5552,,,T,2010.0
5554,77.0,6.0,T,2011.0
5557,75.0,,E,2009.0
5559,,3.5,E10+,2011.0
5570,,,E,2008.0
5576,78.0,8.5,T,2001.0
5588,85.0,6.9,T,2004.0
5591,,7.8,E,2008.0
5593,,,E,2008.0
5599,,,E10+,2010.0
5600,,,E,2010.0
5607,,6.0,E10+,2015.0
5613,64.0,,E,2001.0
5614,,7.0,E,2010.0
5618,,,E10+,2008.0
5620,90.0,8.8,E,2000.0
5624,76.0,7.6,M,2010.0
5626,66.0,7.3,T,2009.0
5631,56.0,5.5,E,2011.0
5633,52.0,,E,2004.0
5635,,,E10+,2011.0
5636,,,E,2005.0
5639,,,E10+,2009.0
5641,49.0,7.9,E,2002.0
5647,68.0,,E,2007.0
5653,69.0,8.6,T,2005.0
5654,60.0,,E,2002.0
5656,79.0,7.8,E,1996.0
5660,,,E,2001.0
5661,,,E,2008.0
5663,55.0,,T,2010.0
5667,63.0,,E,2009.0
5670,64.0,,E,2001.0
5672,,7.4,M,2015.0
5676,,,E10+,2008.0
5678,,,E,2009.0
5685,,,T,2009.0
5689,,4.0,E10+,2016.0
5690,,5.5,E10+,2013.0
5712,68.0,8.0,E,2007.0
5714,,,E,2009.0
5721,,4.3,T,2015.0
5722,,,M,2003.0
5723,77.0,8.4,M,2001.0
5724,53.0,6.6,E,2004.0
5725,,,E,2011.0
5727,63.0,3.0,E10+,2008.0
5733,89.0,8.4,E,1998.0
5736,,7.5,M,2014.0
5740,62.0,,E,2009.0
5741,69.0,8.9,T,2003.0
5743,,,E,2007.0
5750,64.0,7.7,E,2003.0
5752,72.0,7.6,E,2007.0
5754,,,E,2012.0
5755,49.0,7.2,E,2008.0
5757,,8.4,E,2009.0
5758,67.0,8.4,E,1998.0
5762,93.0,9.2,E,2001.0
5763,99.0,9.1,E,1998.0
5764,,0.3,E,2006.0
5767,86.0,8.9,E,2007.0
5769,81.0,6.8,T,2002.0
5775,,,M,2006.0
5776,79.0,7.5,T,2006.0
5777,,,E10+,2008.0
5785,92.0,9.2,T,1997.0
5786,46.0,,T,2008.0
5789,74.0,7.8,M,2013.0
5791,74.0,6.8,T,2009.0
5795,72.0,8.3,E10+,2010.0
5799,,,E,2003.0
5806,26.0,,E10+,2008.0
5807,,,EC,2009.0
5810,,,E,2007.0
5816,83.0,7.3,M,2015.0
5829,94.0,8.8,T,2000.0
5833,35.0,,T,2000.0
5837,61.0,4.4,T,2008.0
5841,78.0,,E10+,2005.0
5843,59.0,,E,2005.0
5845,76.0,6.8,E,2005.0
5851,73.0,8.9,T,2009.0
5853,,8.0,E,2010.0
5857,53.0,,E,2000.0
5859,66.0,6.8,E,2005.0
5861,,6.6,M,2014.0
5863,,7.7,E10+,2014.0
5867,66.0,,E,2007.0
5870,70.0,7.6,E,2009.0
5872,,,E,2002.0
5874,63.0,6.3,E,2011.0
5875,74.0,7.2,M,1998.0
5881,45.0,,E,2009.0
5884,33.0,8.3,T,2003.0
5889,82.0,8.2,E,2002.0
5894,69.0,7.2,T,2014.0
5904,,,E,2009.0
5907,37.0,,E,2009.0
5909,39.0,6.2,E,2008.0
5910,50.0,7.1,E,2003.0
5911,,,E,2009.0
5912,,,E,2004.0
5913,46.0,,E,2002.0
5916,64.0,,E,2009.0
5919,69.0,,E,2004.0
5922,,,E,2010.0
5929,48.0,4.4,E,2003.0
5930,61.0,6.7,M,2006.0
5931,68.0,7.3,E,2002.0
5941,,,E,2009.0
5947,79.0,8.0,T,2002.0
5953,67.0,10.0,T,2004.0
5954,,1.0,E10+,2013.0
5955,,5.5,E10+,2014.0
5957,,,E10+,2009.0
5959,59.0,,E,2006.0
5963,72.0,,E,2000.0
5966,58.0,5.4,E10+,2011.0
5973,,,E,2000.0
5975,,6.4,E10+,2008.0
5979,63.0,6.6,T,2007.0
5982,67.0,7.4,T,2005.0
5983,,,E,2009.0
5991,,,E,2009.0
5997,,,E,2010.0
6002,93.0,9.2,E,2001.0
6003,,5.4,E,2000.0
6004,93.0,9.2,E,2001.0
6008,70.0,6.7,M,2007.0
6010,,,E10+,2009.0
6011,43.0,,E,2007.0
6013,,6.7,M,2015.0
6019,,,E,2006.0
6020,74.0,7.2,E10+,2010.0
6021,67.0,7.9,M,2014.0
6030,69.0,8.3,M,2005.0
6036,,,T,2011.0
6040,,,E,2007.0
6046,,,EC,2010.0
6050,45.0,4.5,T,2012.0
6053,67.0,8.5,T,2008.0
6054,60.0,8.0,E10+,2007.0
6055,71.0,,E,2000.0
6061,34.0,1.7,E,2006.0
6066,89.0,8.8,T,2005.0
6071,63.0,5.2,E,2013.0
6073,,,E,2008.0
6084,50.0,,E,2008.0
6087,75.0,,T,2008.0
6088,79.0,7.8,E,1996.0
6089,,7.9,E,2013.0
6090,66.0,7.8,E,2008.0
6091,70.0,,E,2003.0
6094,,4.0,M,2015.0
6101,69.0,6.7,T,2002.0
6103,73.0,7.4,E,2006.0
6104,61.0,,E,2001.0
6106,83.0,8.2,E,2002.0
6107,,,E,2009.0
6112,57.0,,E10+,2005.0
6113,88.0,8.0,M,2015.0
6116,,,E,2004.0
6120,,,E,2008.0
6122,90.0,8.9,E,2000.0
6124,,,E,2007.0
6126,,,E,2007.0
6128,,,E,2011.0
6133,85.0,8.2,M,2005.0
6136,,7.5,E,2009.0
6138,53.0,8.5,E,2002.0
6146,,,E,2008.0
6148,75.0,,E,2007.0
6151,76.0,7.5,E,2002.0
6155,71.0,6.7,T,2003.0
6159,,,E10+,2010.0
6160,58.0,,E,2001.0
6163,,,E10+,2010.0
6164,67.0,8.0,E,2004.0
6167,68.0,9.3,E,2002.0
6172,71.0,3.8,M,2015.0
6177,,,E,2010.0
6180,71.0,,T,2005.0
6182,,8.1,M,2014.0
6184,,,E,2003.0
6186,,,E,2012.0
6189,65.0,,E,2004.0
6191,,6.7,M,2014.0
6193,,3.4,E10+,2014.0
6194,73.0,7.9,T,2007.0
6199,54.0,6.0,E,2002.0
6202,,7.8,E,2007.0
6203,,5.4,M,2014.0
6206,,,E,2006.0
6208,74.0,7.0,M,2016.0
6210,,4.7,M,2009.0
6212,52.0,6.5,T,2009.0
6214,,,E,2011.0
6220,,8.5,T,2003.0
6222,,5.3,E,2004.0
6226,,,E,2011.0
6228,,,E10+,2008.0
6231,55.0,,E,2008.0
6241,77.0,7.4,E,2013.0
6243,73.0,7.6,E,2006.0
6247,,,T,2007.0
6249,65.0,,E,2000.0
6255,89.0,9.0,E,2005.0
6257,69.0,,E,2002.0
6258,89.0,9.2,M,1998.0
6263,92.0,8.7,T,2001.0
6271,25.0,5.1,T,2003.0
6273,86.0,7.5,E10+,2013.0
6276,,7.9,M,2012.0
6280,,5.0,T,2015.0
6287,57.0,,E,2000.0
6288,,,E,2010.0
6293,78.0,7.5,T,2012.0
6295,78.0,,E,2002.0
6301,,,E10+,2009.0
6302,,,T,2010.0
6308,49.0,,E,2006.0
6310,73.0,7.4,M,2014.0
6311,61.0,7.9,T,2010.0
6312,67.0,,E10+,2005.0
6317,60.0,7.0,E,2003.0
6328,99.0,9.1,E,1998.0
6330,93.0,9.2,E,2001.0
6331,93.0,9.2,E,2001.0
6334,76.0,7.9,E10+,2012.0
6335,67.0,8.5,T,2008.0
6341,,,E,2010.0
6342,75.0,7.5,M,2005.0
6347,,,E10+,2011.0
6349,85.0,7.6,M,2012.0
6354,48.0,,E,2007.0
6355,,5.3,E10+,2016.0
6356,42.0,6.6,T,2008.0
6360,81.0,8.2,E,2001.0
6363,86.0,8.7,E10+,2009.0
6366,81.0,7.0,E10+,2009.0
6367,57.0,,E10+,2005.0
6370,86.0,8.9,T,1997.0
6372,,,E10+,2010.0
6373,65.0,,E,2011.0
6374,94.0,9.4,M,1998.0
6376,,,E,2009.0
6378,,,E,2010.0
6384,71.0,,E,2000.0
6385,,,E,2011.0
6387,,,E,2011.0
6388,,5.6,T,2009.0
6389,69.0,6.3,T,1995.0
6393,,,E,2009.0
6396,80.0,7.6,M,2010.0
6397,71.0,,E,2007.0
6398,56.0,,E,2007.0
6400,,7.0,E,2008.0
6401,57.0,,E,2008.0
6402,,7.2,T,2008.0
6403,58.0,5.0,E10+,2007.0
6404,84.0,7.8,E,2010.0
6405,,,T,2003.0
6409,,,E,2009.0
6411,51.0,8.9,E10+,2006.0
6413,56.0,,E,2008.0
6414,83.0,8.2,E,2003.0
6424,,,E10+,2010.0
6425,33.0,5.1,T,2006.0
6436,69.0,,E,2000.0
6437,,,E10+,2010.0
6438,,,E,2007.0
6439,,8.3,E10+,2008.0
6443,,2.8,E,2013.0
6444,94.0,8.8,T,2000.0
6445,,,E,2009.0
6452,51.0,6.0,E,2002.0
6455,,,E,2009.0
6457,,,E10+,2008.0
6458,49.0,,E10+,2010.0
6461,61.0,6.5,T,2015.0
6463,73.0,2.7,M,2015.0
6464,,8.4,T,2007.0
6465,82.0,6.7,E,2012.0
6466,53.0,,E,2010.0
6467,55.0,,E,2002.0
6470,64.0,7.4,T,2005.0
6471,,,E,2002.0
6473,,8.5,E,2005.0
6474,76.0,,E,2000.0
6477,63.0,7.5,T,2002.0
6478,78.0,8.4,T,2010.0
6480,,4.0,E,2007.0
6481,68.0,,E,2009.0
6484,50.0,5.6,E,2011.0
6486,73.0,7.4,E,2006.0
6488,,,E,2002.0
6490,65.0,,E,2004.0
6502,84.0,8.3,T,2000.0
6503,73.0,7.3,M,1997.0
6504,,5.0,E,2007.0
6508,,,E,2002.0
6509,64.0,7.8,M,2012.0
6510,,,E,2008.0
6511,49.0,0.0,T,2009.0
6515,,,E,2009.0
6516,,,E,2008.0
6518,72.0,8.7,T,2003.0
6519,,,E,2009.0
6520,48.0,,E,2000.0
6524,,8.0,T,2014.0
6525,55.0,4.8,E,2004.0
6526,55.0,,T,2009.0
6529,59.0,,E,2003.0
6531,,8.0,E,2004.0
6536,,,E,2008.0
6539,,,E,2009.0
6540,64.0,,E10+,2009.0
6542,57.0,1.1,T,2011.0
6543,57.0,,E,2005.0
6551,,,E,2001.0
6562,49.0,,E,2002.0
6563,,9.0,E,2008.0
6564,58.0,8.4,E,2002.0
6567,,5.8,T,2009.0
6570,72.0,,T,2006.0
6588,,,T,2010.0
6589,71.0,8.0,E,2007.0
6592,,2.0,T,2015.0
6593,,8.6,T,2009.0
6600,,7.7,E,2006.0
6601,72.0,5.7,M,2015.0
6603,52.0,,E10+,2005.0
6609,,,E,2011.0
6611,56.0,,E,2003.0
6612,64.0,,E,2002.0
6613,51.0,6.0,M,2000.0
6614,62.0,7.7,E,2003.0
6619,92.0,8.6,T,1999.0
6624,77.0,7.0,E,2005.0
6625,52.0,,E,2004.0
6628,,6.8,E10+,2014.0
6637,,,E10+,2011.0
6641,88.0,10.0,E,2001.0
6642,,,E,2010.0
6643,,,E,2009.0
6647,48.0,,E,2001.0
6654,,,E,2004.0
6655,,7.0,E,2008.0
6658,68.0,5.7,E,2004.0
6660,,,E,2009.0
6664,,,EC,2009.0
6665,,6.6,E,2009.0
6670,82.0,8.3,E,1997.0
6676,78.0,8.8,E,1999.0
6679,36.0,,E,2010.0
6680,,,E10+,2012.0
6685,61.0,9.2,E,2005.0
6700,,,E,2009.0
6704,60.0,8.8,E,2002.0
6706,50.0,4.6,E10+,2011.0
6712,,,E,2011.0
6718,,,E,2009.0
6719,66.0,,E,2000.0
6721,,,E,2008.0
6722,80.0,8.7,E,2002.0
6723,,,E,2009.0
6725,67.0,,E,2007.0
6727,,6.0,E,2009.0
6729,84.0,8.6,T,2010.0
6737,,,E,2002.0
6744,,5.9,E10+,2014.0
6747,63.0,,E,2002.0
6748,,6.3,E,2010.0
6752,,,E,2005.0
6754,81.0,8.1,M,2014.0
6755,62.0,,E,2010.0
6759,,,E,2011.0
6760,66.0,,E,2004.0
6762,,5.3,E10+,2008.0
6764,,,EC,2006.0
6767,,7.7,E,2006.0
6771,88.0,7.7,E,2000.0
6773,73.0,8.6,E,2006.0
6774,,,E,2006.0
6778,,,E10+,2010.0
6783,,7.7,T,2009.0
6791,93.0,9.0,E,2004.0
6792,,9.0,T,2004.0
6797,76.0,8.6,T,2002.0
6801,66.0,6.7,T,2012.0
6806,72.0,,E,2000.0
6809,75.0,6.7,T,2008.0
6818,88.0,8.0,M,2010.0
6825,59.0,6.9,E,2015.0
6830,49.0,,E,2004.0
6831,,0.2,E,2008.0
6837,,,E,2009.0
6839,,9.1,E,2005.0
6840,,5.9,E,2007.0
6843,67.0,8.5,E,2008.0
6845,64.0,6.2,T,2000.0
6846,77.0,,T,2000.0
6847,93.0,9.2,E,2001.0
6859,,7.0,E10+,2014.0
6861,77.0,7.7,M,2010.0
6863,60.0,,E,2004.0
6865,,,E,2009.0
6866,90.0,9.1,T,2003.0
6867,,6.6,T,2015.0
6871,,2.0,E,2013.0
6872,61.0,6.0,E,2008.0
6873,50.0,,E10+,2008.0
6880,,8.6,E10+,2008.0
6882,72.0,,T,2007.0
6883,,,E,2000.0
